RecipeName,Ingredients,TotalTimeInMins,Cuisine,Procedure,URL,Cleaned-Ingredients,image-url,Ingredient-count,name_clean
Semiya Biryani ,"Salt - as required,1 teaspoon Ginger Garlic Paste,1 Tomato,1 teaspoon Garam masala powder,2 teaspoon Sunflower Oil - plus 1 teaspoon,4 cups Water,1 Carrot (Gajjar),2 Cardamom (Elaichi) Pods/Seeds,1 Onion,6 Mint Leaves (Pudina),2 Whole Wheat Brown Bread,1/2 teaspoon Red Chilli powder,1/2 cup Green peas (Matar),3 Cloves (Laung),2 cups Semiya (Vermicelli),1/2 inch Cinnamon Stick (Dalchini)",25.0,South Indian Recipes,"To begin making Semiya Biryani recipe, Heat a heavy bottomed pan, add vermicelli and dry roast it on medium flame for 2-3 minutes.Boil water in another pan.
Add a teaspoon of oil and add roasted vermicelli to it.
Cook for 2 minutes or until 90% cooked.Drain the cooked vermicelli from water and keep aside.
Gently fluff with a fork to separate it.Heat a heavy bottomed pan with oil, add the spices (cinnamon, cloves and cardamom) and saute for a minute.Add chopped onion and saute until translucent.
Now add ginger garlic paste and saute until raw smell goes.Then add chopped tomatoes and cook until it turns mushy.
Now add mint leaves and saute for a minute.Now add chopped carrot and green peas to it and saute for a minute.
Add required water, salt, garam masala powder and chilli powder.Mix well and cook covered until the water evaporates and veggies get cooked.
Tear the bread slices into pieces and add to it.Saute for a minute until everything is combined.
Add the cooked vermicelli and gently mix with fork.
Cook for 2-3 minutes in medium flame.The tasty semiya biryani is ready.
Serve hot.Serve Semiya Biryani along with Tomato Onion Cucumber Raita for your breakfast or light dinner.",https://www.archanaskitchen.com/semiya-biryani-recipe,"tomato,wheat brown bread,salt,cardamom (elaichi) podsseeds,green peas (matar),water,carrot,ginger garlic paste,red chilli powder,semiya (vermicelli),onion,cinnamon stick (dalchini),mint leaves (pudina),cloves (laung),sunflower oil plus,garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/SEMIYA_BIRYANI_1600.jpg,16.0,semiya biryani
Semiya Upma ," 1 teaspoon Rye, 1 sprig Curry leaves - finely chopped, 1/2 teaspoon Asafoetida, 1 onion - finely chopped, 6 green beans - finely chopped, 1 carrot - chopped, 2 carrots - finely chopped, 1 teaspoon sugar, 1 teaspoon White Urad Dal (split), red chili powder - as per taste, 1/4 Teaspoon cardamom powder, 1/2 teaspoon turmeric powder, 1 inch ginger - grated, 1/4 teaspoon Dal Sugar Powder, 1 lemon Juice, salt - as per taste,2 cups Semia - baked, sprig of green coriander - finely chopped",45.0,South Indian Recipes,"To make Semiya Upma, first heat 2 tablespoons oil in a pan.
Add mustard seeds and let it cook for 10 seconds.
Now put urad dal in it and cook for 20 seconds.
Now add onion, ginger, curry leaves and cook till the onion becomes soft.
After the onion softens, add vegetables and cook till the vegetables are soft.
After the vegetables are soft add semia and the remaining sari ingredients.
Add 1 cup of water, mix and cover the pan.
Allow it to cook for 10 minutes.
After 10 minutes, open the pan, mix and cook it with a little more water if raw.
Turn off the gas, add lemon, green coriander and ghee and mix once the semia has softened.
.
Serve hot.
Serve the Semiya Upma with coconut chutney and filter coffee for breakfast.",https://www.archanaskitchen.com/breakfast-vermicelli-pudding-recipe-in-hindi,"turmeric powder,cardamom powder,rye,ginger,salt,semia baked,asafoetida,red chilli powder,carrot,curry leaves,white urad dal (split),green beans,onion,lemon,sugar,coriander (dhania) leaves,dal sugar powder",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Semiya_Upma_Recipe_Vermicelli_Savory_Breakfast_Pudding-1.jpg,17.0,semiya upma
Senai Kizhangu Varuval ," oil - as per use, 1 teaspoon red chilli powder,300 g suran - thinly sliced, 1 teaspoon coriander powder, 1 teaspoon turmeric powder, 1 sprig curry leaves, salt - as per taste",45.0,South Indian Recipes,"To make Senai Kijhangu Varuval recipe, firstly add suran, turmeric powder, red chili powder, coriander powder and salt in a bowl.
Mix everything well.
Heat the oil in a pan and add suran, cook till it becomes brown and crisp.
Remove and keep it separately.
Add curry leaves in this oil and after 15 seconds add the fried suran, mix well and serve.
Serve senai kijhangu varuval with kirai sambar and rice for dinner.",https://www.archanaskitchen.com/senai-kizhangu-varuval-recipe-spicy-chettinad-style-yam-stir-fry-recipe-in-hindi,"turmeric powder,salt,red chilli powder,curry leaves,oil,coriander powder,suran",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/oct-25/Senai_Kizhangu_Varuval_Recipe_Shallow_Fried_Yam_Suran-1.jpg,7.0,senai kizhangu varuval
Senai Potato Curry  ,"Sunflower Oil - for cooking,300 grams Elephant yam (Suran/Senai/Ratalu) - cut into thin slices,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),1 sprig Curry leaves",45.0,South Indian Recipes,"To begin making the Senai Kizhangu Varuval Recipe (Spicy Chettinad Style Yam Stir Fry Recipe), by mixing all the spice powder including turmeric powder, red chilli powder, coriander powder with yam in a small mixing bowl.
Check for seasonings.
Heat a flat bottomed pan, add a tablespoon oil for shallow frying the yam slices, fry the yam slices for 2 minutes on each side till its brown and crisp.Once done in the same oil add some curry leaves and let it splutter, then add in the shallow fried yam chips and give it a toss.
Serve the Senai Kizhangu Varuval Recipe as a side dish for Thandu Keerai Sambar and Steamed Rice for lunch box meal.",https://www.archanaskitchen.com/senai-kizhangu-varuval-recipe-spicy-chettinad-style-yam-stir-fry-recipe,"salt,elephant yam (suransenairatalu),red chilli powder,curry leaves,coriander powder,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/oct-25/Senai_Kizhangu_Varuval_Recipe_Shallow_Fried_Yam_Suran-1.jpg,7.0,senai potato curry
Senai Potato Fry ,"1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,2 tablespoons Coriander (Dhania) Seeds,500 grams Elephant yam (Suran/Senai/Ratalu) - cut into thin 1/2 inch slices,2 sprig Curry leaves - torn,2 Dry Red Chillies,3 Dry Red Chillies - broken,30 grams Tamarind,1/4 teaspoon Asafoetida (hing),2 teaspoon White Urad Dal (Split),1 tablespoon Chana dal (Bengal Gram Dal),3 tablespoons Coconut Oil,1 tablespoon White Urad Dal (Split)",25.0,South Indian Recipes,"To begin making Senai Kizhangu Poriyal Recipe first make the Curry Powder.Into a preheated pan on medium heat add chana dal, split white urad dal and roast the dals till they turn golden brown and crisp.
Once done add coriander seeds, dry red chillies and roast for a minute.
Finally add tamarind and saute for another few seconds and turn off the heat.Allow the mixture to cool.
Once all the ingredients are cooled add them to a small jar of the mixer grinder and blend to make a coarse powder.
Keep aside.Heat coconut oil in wok or a pan; once the oil is hot add mustard seeds and urad dal.
Saute till the dal turn golden brown.Once done add broken red chillies, asafoetida and the curry leaves.
Stir for a few seconds and add in the yam.Add the turmeric powder,the ground masala and salt to taste.
Stir well to combine.Sprinkle a little  water,  cover the pan and cook the Senai Kizhangu Poriyal on medium heat till the yam is cooked completely.This will take about 10 minutes.
Ensure that your stir the Senai Kizhangu Poriyal once or twice to cook all the yam evenly.
Sprinkle more water if required.Once cooked give the Senai Kizhangu Poriyal a final stir and transfer it to a serving bowl and serve hot.Serve Senai Kizhangu Poriyal Recipe with Kollu Rasam , Rice With Quinoa and Elai Vadam for a nourishing and tasty diabetic meal.",https://www.archanaskitchen.com/chenai-kizhangu-poriyal-recipe-yam-poriyal-recipe,"elephant yam (suransenairatalu),asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),dry red chillies,coriander (dhania) seeds,coconut oil,tamarind,turmeric powder,chana dal (bengal gram dal)",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Senai_Chenai_Kizhangu_Poriyal_Recipe_Video_5_1600.jpg,11.0,senai potato fry
Seppankizhangu Roast ,"2 teaspoon Rice flour,Salt - to taste,500 grams Colocasia root (Arbi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,Sunflower Oil - to cook,1 teaspoon Turmeric powder (Haldi),2 teaspoon Gram flour (besan)",55.0,South Indian Recipes,"To begin making Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe, take the arbi and pressure cook them with enough water for 1 whistle.
Switch off the heat and release the pressure, this will avoid the overcooking of arbi.
Now peel the skin of the arbi, cut each one of them into 2-3 pieces and keep it aside.Take a big bowl, add all the dry ingredients except oil and mix well.Now add the arbi mix it lightly to coat all the vegetable with spices.
Marinate the arbi/ colocasia in this mix for 20 minutes.Heat oil in a pan on medium heat, add the marinated arbi and give it a gentle stir.Let the arbi cook and get roasted in medium heat, occasionally give it a gentle stir.Serve the Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe with Steamed Rice and Rasam.
This also makes a great combination with hot Phulkas or Chapatis.",https://www.archanaskitchen.com/seppakizhangu-roast-south-indian-style-arbi-fry-recipe,"salt,red chilli powder,gram flour (besan),colocasia root (arbi),coriander powder,rice flour,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Seppakizhangu_Roast_South_Indian_Style_Arbi_Fry_1.jpg,8.0,seppankizhangu roast
Serial  of radish leaves ," 1/4 cup tur dal - hot water for 10 minutes Soak in, 1/8 teaspoon turmeric powder, asafetida - a pinch, 2 teaspoons coconut - tighten, 1 dry red chilli, 1 cup radish leaves - finely chopped, 1 sprig curry leaves, salt - as per taste, 1/2 teaspoon cumin seeds, 1/2 inch ginger - tighten, 1 teaspoon sesame oil,12 small onions - chopped, 1 tomato - finely chopped",30.0,South Indian Recipes,"To make the porridge of radish leaves, first prepare the sari material.
Grind the ingredients given for grinding in a mixer grinder.
Now heat the oil in a pan and add the ingredients for tempering.
After tempering, add small onions, tomatoes, turmeric powder, salt and cook till the tamar becomes soft.
Now add the ground spices and sprinkle some water.
Cook on low heat for 3 to 4 minutes.
Now add radish leaves, mix and cook for next 5 minutes.
Serve after 5 minutes.
Serve the poriyal of the radish leaves with beetroot sambar, rice and papad for dinner.",https://www.archanaskitchen.com/south-indian-style-radish-greens-stir-fry-recipe-in-hindi,"tomato,salt,turmeric powder,ginger,tur dal,coconut,dry red chilli,curry leaves,onion,asafetida,radish leaves,sesame oil,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Uma_Raghuraman/Radish_Greens_Poriyal__South_Indian_Style_Radish_Greens_Stir_Fry_.jpg,13.0,serial  of radish leaves
Simple Mutton Curry With Coconut ,"3 tablespoons Extra Virgin Olive Oil - adjustable,6 Whole Black Peppercorns,1 cup Tomatoes - chopped,Water - as required,1/2 cup Fresh coconut - grated (or dry),1 Onion - chopped,2 Black cardamom (Badi Elaichi),1 tablespoon Ginger Garlic Paste,4 sprig Curry leaves,1 tablespoon Red Chilli powder,Salt - to taste,2 Bay leaves (tej patta),1 teaspoon Turmeric powder (Haldi),4 cloves Garlic,8 Cloves (Laung),1/2 inch Ginger,2 tablespoons Curd (Dahi / Yogurt),1 inch Cinnamon Stick (Dalchini),400 grams Mutton,1 teaspoon Fennel seeds (Saunf),6 Green Chillies - chopped",80.0,South Indian Recipes,"To begin making the Simple Mutton Curry With Coconut recipe, make coconut paste using the ingredients mentioned under ÃÂÃÂCoconut pasteÃÂÃÂ, in the grinder and keep aside.Wash goat pieces 3-4 times with water, drain well, add in all the ingredients mentioned under ÃÂÃÂfor marinationÃÂÃÂ and mix properly.
Set it aside for 30 minutes.Heat oil in a medium saucepan kept on medium heat and fry whole masala like cloves, pepper corns, cinnamon, fennel seeds, bay leaves and cardamom along with curry leaves and green chillies.Add onions and fry on medium high till translucent.
Add chopped tomatoes and fry till mushy.Add ginger garlic paste and fry till raw smell goes away.
Add red chilli powder, turmeric powder and salt.Mix and add little water.
Add the marinated goat pieces, cover cook medium high till the pieces turn soft.Mix in between.
Add water if required.
Add coconut paste, mix and let it simmer on medium heat for 5 more minutes.Remove from heat and serve hot.
Serve Simple Mutton Curry With Coconut along with Whole Wheat Laccha Paratha and Burani Raita for a weekend dinner.
",https://www.archanaskitchen.com/simple-mutton-curry-with-coconut-recipe,"tomato,black peppercorns,virgin olive oil,cloves garlic,curry leaves,onion,turmeric powder,green chillies,coconut (or dry),black cardamom (badi elaichi),salt,red chilli powder,water,curd,ginger,bay leaves (tej patta),fennel seeds (saunf),ginger garlic paste,cinnamon stick (dalchini),mutton,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poojanadkarni/simple_mutton_curry.jpg,21.0,simple mutton curry with coconut
So th injian badge repe onion badge ? la w badge badge ? potato badge,"1/2 teaspoon Cumin powder (Jeera),Sunflower Oil - for deep frying,Salt - to taste,1 teaspoon Red Chilli powder,1 cup Gram flour (besan),1 Potato (Aloo) - sliced into 1/4 inch pieces,1 teaspoon Turmeric powder (Haldi),1 Onion - sliced into 1/4 inch pieces,1 Raw Banana - sliced into 1/4 inch pieces,1/2 teaspoon Fennel seeds (Saunf) - crushed",40.0,South Indian Recipes,"To begin making the Vegetable Bajji Recipe (Pakora/Fritters), combine all the ingredients of batter just enough water to form a dip thick enough to thickly coat back of a spoon.
Keep aside the batter aside.Heat oil in a wok or kadai for deep frying.Coat each of the sliced/cut vegetables in the gram flour batter and gradually let it into the oil and deep fry until golden brown in color.Drain the Vegetable Bajji (Pakoras) on an absorbent paper and plate it in a platter to serve.Serve the Vegetable Bajji (Pakora) along with Raw Mango & Coconut Chutney Recipe and a cup of coffee as a tea time snack or as an appetizer for parties.
",https://www.archanaskitchen.com/vegetable-bajji-recipe-pakora-fritters,"salt,cumin powder (jeera),fennel seeds (saunf),potato (aloo),red chilli powder,gram flour (besan),onion,turmeric powder,banana,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/south_indian_pakora_pakoda_bhajji_Recipe_1600.jpg,10.0,so th injian badge repe onion badge ? la w badge badge ? potato badge
Soft Masala Dosa With Red Chutney ,"6 Curry leaves - finely chopped,1 cup Onion - roughly chopped or sliced,Lahsun Ki Chutney (Red Garlic Chutney) - as required,3-1/2 cup Idli Dosa Batter,Salt - to taste,1/2 teaspoon Chaat Masala Powder,2 Green Chillies - finely chopped,1-1/2 cup Potato Masala,1 teaspoon Ginger - grated,Coriander (Dhania) Leaves - Small bunch,1/4 teaspoon Turmeric powder (Haldi),2 cups Potatoes (Aloo) - boiled and coarsely mashed,Sunflower Oil - to shallow fry",55.0,South Indian Recipes,"To begin making the Soft Masala Dosa With Red Chutney Recipe, we will first make the potato masala filling.Heat the oil in a heavy bottomed pan; add mustard seeds, urad dal, chana dal and allow it to roast until the dals turn slightly brown.Once browned, add in the ginger, onions, curry leaves, green chillies and asafoetida.Saute for a few minutes until the onions turn soft.
At this stage add in the turmeric powder, salt and potatoes.
Stir well until all the ingredients are well combined.Cover the pan, turn the heat to low and simmer for a few minutes.
Once done, turn off the heat.
The filling is ready.
Keep aside.Assembling The DosaThe next step is to assemble the dosa.
Heat a dosa Tawa.
Pour a small ladleful of dosa batter onto the Tawa and spread evenly with the back of the ladle to make a medium-sized dosa.Drizzle half a teaspoon of oil around the dosa and cook over low heat for few seconds.
Spread a little red chutney all over the dosa and place some potato masala in the center of the dosa.Continue to cook the dosa over low heat till the dosa turns little brown.
Gently fold over one side and transfer the dosa to a serving plate.Serve Soft Masala Dosa With Red Chutney Recipe with South Indian Coconut Chutney and Mixed Vegetable Sambar for a light dinner or breakfast.",https://www.archanaskitchen.com/soft-masala-dosa-with-red-chutney-recipe,"idli dosa batter,green chillies,ginger,coriander (dhania),salt,chaat masala powder,curry leaves,lahsun ki chutney (red garlic chutney),onion,potato (aloo),turmeric powder,potato masala,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Soft_Masala_Dosa_with_Red_Chutney.jpg,13.0,soft masala dosa with red chutney
